,Date,Country,Continent,Code,Cases,Deaths
3833,27/01/2020,Belgium,Europe,BEL,0,0
3834,26/01/2020,Belgium,Europe,BEL,0,0
3835,25/01/2020,Belgium,Europe,BEL,0,0
3836,24/01/2020,Belgium,Europe,BEL,0,0
3837,23/01/2020,Belgium,Europe,BEL,0,0
3838,22/01/2020,Belgium,Europe,BEL,0,0
3839,21/01/2020,Belgium,Europe,BEL,0,0
3840,20/01/2020,Belgium,Europe,BEL,0,0
3841,19/01/2020,Belgium,Europe,BEL,0,0
3842,18/01/2020,Belgium,Europe,BEL,0,0
3843,17/01/2020,Belgium,Europe,BEL,0,0
3844,16/01/2020,Belgium,Europe,BEL,0,0
3845,15/01/2020,Belgium,Europe,BEL,0,0
3846,14/01/2020,Belgium,Europe,BEL,0,0
3847,13/01/2020,Belgium,Europe,BEL,0,0
3848,12/01/2020,Belgium,Europe,BEL,0,0
3849,11/01/2020,Belgium,Europe,BEL,0,0
3850,10/01/2020,Belgium,Europe,BEL,0,0
3851,09/01/2020,Belgium,Europe,BEL,0,0
3852,08/01/2020,Belgium,Europe,BEL,0,0
3853,07/01/2020,Belgium,Europe,BEL,0,0
3854,06/01/2020,Belgium,Europe,BEL,0,0
3855,05/01/2020,Belgium,Europe,BEL,0,0
3856,04/01/2020,Belgium,Europe,BEL,0,0
3857,03/01/2020,Belgium,Europe,BEL,0,0
3858,02/01/2020,Belgium,Europe,BEL,0,0
3859,01/01/2020,Belgium,Europe,BEL,0,0
3860,31/12/2019,Belgium,Europe,BEL,0,0
3861,01/09/2020,Belize,America,BLZ,13,0
3862,31/08/2020,Belize,America,BLZ,30,0
3863,30/08/2020,Belize,America,BLZ,94,1
3864,29/08/2020,Belize,America,BLZ,52,0
3865,28/08/2020,Belize,America,BLZ,58,1
3866,27/08/2020,Belize,America,BLZ,30,1
3867,26/08/2020,Belize,America,BLZ,17,0
3868,25/08/2020,Belize,America,BLZ,27,4
3869,24/08/2020,Belize,America,BLZ,18,0
3870,23/08/2020,Belize,America,BLZ,20,1
3871,22/08/2020,Belize,America,BLZ,43,0
3872,21/08/2020,Belize,America,BLZ,52,0
3873,20/08/2020,Belize,America,BLZ,0,1
3874,19/08/2020,Belize,America,BLZ,78,0
3875,18/08/2020,Belize,America,BLZ,23,1
3876,17/08/2020,Belize,America,BLZ,0,0
3877,16/08/2020,Belize,America,BLZ,64,0
3878,15/08/2020,Belize,America,BLZ,32,1
3879,14/08/2020,Belize,America,BLZ,60,0
3880,13/08/2020,Belize,America,BLZ,86,0
3881,12/08/2020,Belize,America,BLZ,33,0
3882,11/08/2020,Belize,America,BLZ,23,0
3883,10/08/2020,Belize,America,BLZ,1,0
3884,09/08/2020,Belize,America,BLZ,7,0
3885,08/08/2020,Belize,America,BLZ,32,0
3886,07/08/2020,Belize,America,BLZ,28,0
3887,06/08/2020,Belize,America,BLZ,14,0
3888,05/08/2020,Belize,America,BLZ,15,0
3889,04/08/2020,Belize,America,BLZ,0,0
3890,03/08/2020,Belize,America,BLZ,1,0
3891,02/08/2020,Belize,America,BLZ,8,0
3892,01/08/2020,Belize,America,BLZ,0,0
3893,31/07/2020,Belize,America,BLZ,0,0
3894,30/07/2020,Belize,America,BLZ,0,0
3895,29/07/2020,Belize,America,BLZ,0,0
3896,28/07/2020,Belize,America,BLZ,0,0
3897,27/07/2020,Belize,America,BLZ,0,0
3898,26/07/2020,Belize,America,BLZ,0,0
3899,25/07/2020,Belize,America,BLZ,1,0
3900,24/07/2020,Belize,America,BLZ,4,0
3901,23/07/2020,Belize,America,BLZ,0,0
3902,22/07/2020,Belize,America,BLZ,1,0
3903,21/07/2020,Belize,America,BLZ,2,0
3904,20/07/2020,Belize,America,BLZ,0,0
3905,19/07/2020,Belize,America,BLZ,0,0
3906,18/07/2020,Belize,America,BLZ,0,0
3907,17/07/2020,Belize,America,BLZ,1,0
3908,16/07/2020,Belize,America,BLZ,0,0
3909,15/07/2020,Belize,America,BLZ,2,0
3910,14/07/2020,Belize,America,BLZ,0,0
3911,13/07/2020,Belize,America,BLZ,0,0
3912,12/07/2020,Belize,America,BLZ,0,0
3913,11/07/2020,Belize,America,BLZ,4,0
3914,10/07/2020,Belize,America,BLZ,3,0
3915,09/07/2020,Belize,America,BLZ,0,0
3916,08/07/2020,Belize,America,BLZ,0,0
3917,07/07/2020,Belize,America,BLZ,0,0
3918,06/07/2020,Belize,America,BLZ,0,0
3919,05/07/2020,Belize,America,BLZ,0,0
3920,04/07/2020,Belize,America,BLZ,2,0
3921,03/07/2020,Belize,America,BLZ,0,0
3922,02/07/2020,Belize,America,BLZ,0,0
3923,01/07/2020,Belize,America,BLZ,4,0
3924,30/06/2020,Belize,America,BLZ,0,0
3925,29/06/2020,Belize,America,BLZ,0,0
3926,28/06/2020,Belize,America,BLZ,0,0
3927,27/06/2020,Belize,America,BLZ,1,0
3928,26/06/2020,Belize,America,BLZ,0,0
3929,25/06/2020,Belize,America,BLZ,0,0
3930,24/06/2020,Belize,America,BLZ,0,0
3931,23/06/2020,Belize,America,BLZ,1,0
3932,22/06/2020,Belize,America,BLZ,0,0
3933,21/06/2020,Belize,America,BLZ,0,0
3934,20/06/2020,Belize,America,BLZ,0,0
3935,19/06/2020,Belize,America,BLZ,0,0
3936,18/06/2020,Belize,America,BLZ,1,0
3937,17/06/2020,Belize,America,BLZ,0,0
3938,16/06/2020,Belize,America,BLZ,0,0
3939,15/06/2020,Belize,America,BLZ,1,0
3940,14/06/2020,Belize,America,BLZ,0,0
3941,13/06/2020,Belize,America,BLZ,0,0
3942,12/06/2020,Belize,America,BLZ,0,0
3943,11/06/2020,Belize,America,BLZ,0,0
3944,10/06/2020,Belize,America,BLZ,1,0
3945,09/06/2020,Belize,America,BLZ,1,0
3946,08/06/2020,Belize,America,BLZ,0,0
3947,07/06/2020,Belize,America,BLZ,0,0
3948,06/06/2020,Belize,America,BLZ,0,0
3949,05/06/2020,Belize,America,BLZ,0,0
3950,04/06/2020,Belize,America,BLZ,0,0
3951,03/06/2020,Belize,America,BLZ,0,0
3952,02/06/2020,Belize,America,BLZ,0,0
3953,01/06/2020,Belize,America,BLZ,0,0
3954,31/05/2020,Belize,America,BLZ,0,0
3955,30/05/2020,Belize,America,BLZ,0,0
3956,29/05/2020,Belize,America,BLZ,0,0
3957,28/05/2020,Belize,America,BLZ,0,0
3958,27/05/2020,Belize,America,BLZ,0,0
3959,26/05/2020,Belize,America,BLZ,0,0
3960,25/05/2020,Belize,America,BLZ,0,0
3961,24/05/2020,Belize,America,BLZ,0,0
3962,23/05/2020,Belize,America,BLZ,0,0
3963,22/05/2020,Belize,America,BLZ,0,0
3964,21/05/2020,Belize,America,BLZ,0,0
3965,20/05/2020,Belize,America,BLZ,0,0
3966,19/05/2020,Belize,America,BLZ,0,0
3967,18/05/2020,Belize,America,BLZ,0,0
3968,17/05/2020,Belize,America,BLZ,0,0
3969,16/05/2020,Belize,America,BLZ,0,0
3970,15/05/2020,Belize,America,BLZ,0,0
3971,14/05/2020,Belize,America,BLZ,0,0
3972,13/05/2020,Belize,America,BLZ,0,0
3973,12/05/2020,Belize,America,BLZ,0,0
3974,11/05/2020,Belize,America,BLZ,0,0
3975,10/05/2020,Belize,America,BLZ,0,0
3976,09/05/2020,Belize,America,BLZ,0,0
3977,08/05/2020,Belize,America,BLZ,0,0
3978,07/05/2020,Belize,America,BLZ,0,0
3979,06/05/2020,Belize,America,BLZ,0,0
3980,05/05/2020,Belize,America,BLZ,0,0
3981,04/05/2020,Belize,America,BLZ,0,0
3982,03/05/2020,Belize,America,BLZ,0,0
3983,02/05/2020,Belize,America,BLZ,0,0
3984,01/05/2020,Belize,America,BLZ,0,0
3985,30/04/2020,Belize,America,BLZ,0,0
3986,29/04/2020,Belize,America,BLZ,0,0
3987,28/04/2020,Belize,America,BLZ,0,0
3988,27/04/2020,Belize,America,BLZ,0,0
3989,26/04/2020,Belize,America,BLZ,0,0
3990,25/04/2020,Belize,America,BLZ,0,0
3991,24/04/2020,Belize,America,BLZ,0,0
3992,23/04/2020,Belize,America,BLZ,0,0
3993,22/04/2020,Belize,America,BLZ,0,0
3994,21/04/2020,Belize,America,BLZ,0,0
3995,20/04/2020,Belize,America,BLZ,0,0
3996,19/04/2020,Belize,America,BLZ,0,0
3997,18/04/2020,Belize,America,BLZ,0,0
3998,17/04/2020,Belize,America,BLZ,0,0
3999,16/04/2020,Belize,America,BLZ,0,0
4000,15/04/2020,Belize,America,BLZ,0,0
4001,14/04/2020,Belize,America,BLZ,4,0
4002,13/04/2020,Belize,America,BLZ,1,0
4003,12/04/2020,Belize,America,BLZ,3,0
4004,11/04/2020,Belize,America,BLZ,1,1
4005,10/04/2020,Belize,America,BLZ,1,0
4006,09/04/2020,Belize,America,BLZ,1,0
4007,08/04/2020,Belize,America,BLZ,0,0
4008,07/04/2020,Belize,America,BLZ,2,0
4009,06/04/2020,Belize,America,BLZ,1,1
4010,05/04/2020,Belize,America,BLZ,0,0
4011,04/04/2020,Belize,America,BLZ,1,0
4012,03/04/2020,Belize,America,BLZ,0,0
4013,02/04/2020,Belize,America,BLZ,0,0
4014,01/04/2020,Belize,America,BLZ,0,0
4015,31/03/2020,Belize,America,BLZ,1,0
4016,30/03/2020,Belize,America,BLZ,0,0
4017,29/03/2020,Belize,America,BLZ,0,0
4018,28/03/2020,Belize,America,BLZ,0,0
4019,27/03/2020,Belize,America,BLZ,0,0
4020,26/03/2020,Belize,America,BLZ,1,0
4021,25/03/2020,Belize,America,BLZ,0,0
4022,24/03/2020,Belize,America,BLZ,1,0
4023,01/09/2020,Benin,Africa,BEN,0,0
4024,31/08/2020,Benin,Africa,BEN,0,0
4025,30/08/2020,Benin,Africa,BEN,0,0
4026,29/08/2020,Benin,Africa,BEN,0,0
4027,28/08/2020,Benin,Africa,BEN,0,0
4028,27/08/2020,Benin,Africa,BEN,30,1
4029,26/08/2020,Benin,Africa,BEN,0,0
4030,25/08/2020,Benin,Africa,BEN,0,0
4031,24/08/2020,Benin,Africa,BEN,0,0
4032,23/08/2020,Benin,Africa,BEN,20,0
4033,22/08/2020,Benin,Africa,BEN,0,0
4034,21/08/2020,Benin,Africa,BEN,32,0
4035,20/08/2020,Benin,Africa,BEN,0,0
4036,19/08/2020,Benin,Africa,BEN,0,0
4037,18/08/2020,Benin,Africa,BEN,0,0
4038,17/08/2020,Benin,Africa,BEN,0,0
4039,16/08/2020,Benin,Africa,BEN,62,1
4040,15/08/2020,Benin,Africa,BEN,0,0
4041,14/08/2020,Benin,Africa,BEN,0,0
4042,13/08/2020,Benin,Africa,BEN,0,0
4043,12/08/2020,Benin,Africa,BEN,65,0
4044,11/08/2020,Benin,Africa,BEN,0,0
4045,10/08/2020,Benin,Africa,BEN,0,0
4046,09/08/2020,Benin,Africa,BEN,0,0
4047,08/08/2020,Benin,Africa,BEN,0,0
4048,07/08/2020,Benin,Africa,BEN,22,0
4049,06/08/2020,Benin,Africa,BEN,0,0
4050,05/08/2020,Benin,Africa,BEN,109,2
4051,04/08/2020,Benin,Africa,BEN,0,0
4052,03/08/2020,Benin,Africa,BEN,0,0
4053,02/08/2020,Benin,Africa,BEN,0,0
4054,01/08/2020,Benin,Africa,BEN,35,1
4055,31/07/2020,Benin,Africa,BEN,0,0
4056,30/07/2020,Benin,Africa,BEN,0,0
4057,29/07/2020,Benin,Africa,BEN,0,0
4058,28/07/2020,Benin,Africa,BEN,0,0
4059,27/07/2020,Benin,Africa,BEN,76,1
4060,26/07/2020,Benin,Africa,BEN,0,0
4061,25/07/2020,Benin,Africa,BEN,0,0
4062,24/07/2020,Benin,Africa,BEN,92,3
4063,23/07/2020,Benin,Africa,BEN,0,0
4064,22/07/2020,Benin,Africa,BEN,0,0
4065,21/07/2020,Benin,Africa,BEN,0,0
4066,20/07/2020,Benin,Africa,BEN,0,0
4067,19/07/2020,Benin,Africa,BEN,0,0
4068,18/07/2020,Benin,Africa,BEN,139,3
4069,17/07/2020,Benin,Africa,BEN,85,2
4070,16/07/2020,Benin,Africa,BEN,0,0
4071,15/07/2020,Benin,Africa,BEN,0,0
4072,14/07/2020,Benin,Africa,BEN,0,0
4073,13/07/2020,Benin,Africa,BEN,0,0
4074,12/07/2020,Benin,Africa,BEN,93,3
4075,11/07/2020,Benin,Africa,BEN,0,0
4076,10/07/2020,Benin,Africa,BEN,0,0
4077,09/07/2020,Benin,Africa,BEN,86,2
4078,08/07/2020,Benin,Africa,BEN,0,0
4079,07/07/2020,Benin,Africa,BEN,0,0
4080,06/07/2020,Benin,Africa,BEN,0,0
4081,05/07/2020,Benin,Africa,BEN,0,0
4082,04/07/2020,Benin,Africa,BEN,0,0
4083,03/07/2020,Benin,Africa,BEN,0,0
4084,02/07/2020,Benin,Africa,BEN,0,0
4085,01/07/2020,Benin,Africa,BEN,12,2
4086,30/06/2020,Benin,Africa,BEN,38,3
4087,29/06/2020,Benin,Africa,BEN,25,2
4088,28/06/2020,Benin,Africa,BEN,71,0
4089,27/06/2020,Benin,Africa,BEN,36,0
4090,26/06/2020,Benin,Africa,BEN,115,1
4091,25/06/2020,Benin,Africa,BEN,52,0
4092,24/06/2020,Benin,Africa,BEN,43,0
4093,23/06/2020,Benin,Africa,BEN,42,0
4094,22/06/2020,Benin,Africa,BEN,115,2
4095,21/06/2020,Benin,Africa,BEN,0,0
4096,20/06/2020,Benin,Africa,BEN,53,0
4097,19/06/2020,Benin,Africa,BEN,25,2
4098,18/06/2020,Benin,Africa,BEN,40,0
4099,17/06/2020,Benin,Africa,BEN,49,0
4100,16/06/2020,Benin,Africa,BEN,13,2
4101,15/06/2020,Benin,Africa,BEN,58,1
4102,14/06/2020,Benin,Africa,BEN,24,1
4103,13/06/2020,Benin,Africa,BEN,83,1
4104,12/06/2020,Benin,Africa,BEN,0,0
4105,11/06/2020,Benin,Africa,BEN,0,0
4106,10/06/2020,Benin,Africa,BEN,0,0
4107,09/06/2020,Benin,Africa,BEN,37,0
4108,08/06/2020,Benin,Africa,BEN,0,0
4109,07/06/2020,Benin,Africa,BEN,7,1
4110,06/06/2020,Benin,Africa,BEN,0,0
4111,05/06/2020,Benin,Africa,BEN,17,0
4112,04/06/2020,Benin,Africa,BEN,0,0
4113,03/06/2020,Benin,Africa,BEN,1,0
4114,02/06/2020,Benin,Africa,BEN,11,0
4115,01/06/2020,Benin,Africa,BEN,0,0
4116,31/05/2020,Benin,Africa,BEN,8,0
4117,30/05/2020,Benin,Africa,BEN,14,0
4118,29/05/2020,Benin,Africa,BEN,0,0
4119,28/05/2020,Benin,Africa,BEN,2,0
4120,27/05/2020,Benin,Africa,BEN,17,0
4121,26/05/2020,Benin,Africa,BEN,0,0
4122,25/05/2020,Benin,Africa,BEN,56,0
4123,24/05/2020,Benin,Africa,BEN,0,0
4124,23/05/2020,Benin,Africa,BEN,0,0
4125,22/05/2020,Benin,Africa,BEN,5,1
4126,21/05/2020,Benin,Africa,BEN,0,0
4127,20/05/2020,Benin,Africa,BEN,-209,0
4128,19/05/2020,Benin,Africa,BEN,0,0
4129,18/05/2020,Benin,Africa,BEN,0,0
4130,17/05/2020,Benin,Africa,BEN,0,0
4131,16/05/2020,Benin,Africa,BEN,0,0
4132,15/05/2020,Benin,Africa,BEN,12,0
4133,14/05/2020,Benin,Africa,BEN,0,0
4134,13/05/2020,Benin,Africa,BEN,8,0
4135,12/05/2020,Benin,Africa,BEN,0,0
4136,11/05/2020,Benin,Africa,BEN,35,0
4137,10/05/2020,Benin,Africa,BEN,42,0
4138,09/05/2020,Benin,Africa,BEN,102,0
4139,08/05/2020,Benin,Africa,BEN,38,0
4140,07/05/2020,Benin,Africa,BEN,6,0
4141,06/05/2020,Benin,Africa,BEN,0,0
4142,05/05/2020,Benin,Africa,BEN,6,0
4143,04/05/2020,Benin,Africa,BEN,0,0
4144,03/05/2020,Benin,Africa,BEN,0,0
4145,02/05/2020,Benin,Africa,BEN,6,0
4146,01/05/2020,Benin,Africa,BEN,15,0
4147,30/04/2020,Benin,Africa,BEN,5,1
4148,29/04/2020,Benin,Africa,BEN,0,0
4149,28/04/2020,Benin,Africa,BEN,0,0
4150,27/04/2020,Benin,Africa,BEN,6,0
4151,26/04/2020,Benin,Africa,BEN,0,0
4152,25/04/2020,Benin,Africa,BEN,0,0
4153,24/04/2020,Benin,Africa,BEN,4,0
4154,23/04/2020,Benin,Africa,BEN,0,0
4155,22/04/2020,Benin,Africa,BEN,0,0
4156,21/04/2020,Benin,Africa,BEN,17,0
4157,20/04/2020,Benin,Africa,BEN,0,0
4158,19/04/2020,Benin,Africa,BEN,0,0
4159,18/04/2020,Benin,Africa,BEN,0,0
4160,17/04/2020,Benin,Africa,BEN,2,0
4161,16/04/2020,Benin,Africa,BEN,0,0
4162,15/04/2020,Benin,Africa,BEN,0,0
4163,14/04/2020,Benin,Africa,BEN,0,0
4164,13/04/2020,Benin,Africa,BEN,0,0
4165,12/04/2020,Benin,Africa,BEN,0,0
4166,11/04/2020,Benin,Africa,BEN,5,0
4167,10/04/2020,Benin,Africa,BEN,4,0
4168,09/04/2020,Benin,Africa,BEN,0,0
4169,08/04/2020,Benin,Africa,BEN,0,0
4170,07/04/2020,Benin,Africa,BEN,4,1
4171,06/04/2020,Benin,Africa,BEN,6,0
4172,05/04/2020,Benin,Africa,BEN,0,0
4173,04/04/2020,Benin,Africa,BEN,3,0
4174,03/04/2020,Benin,Africa,BEN,0,0
4175,02/04/2020,Benin,Africa,BEN,5,0
4176,01/04/2020,Benin,Africa,BEN,2,0
4177,31/03/2020,Benin,Africa,BEN,0,0
4178,30/03/2020,Benin,Africa,BEN,0,0
4179,29/03/2020,Benin,Africa,BEN,0,0
4180,28/03/2020,Benin,Africa,BEN,0,0
4181,27/03/2020,Benin,Africa,BEN,1,0
4182,26/03/2020,Benin,Africa,BEN,0,0
4183,25/03/2020,Benin,Africa,BEN,0,0
4184,24/03/2020,Benin,Africa,BEN,3,0
4185,23/03/2020,Benin,Africa,BEN,0,0
4186,22/03/2020,Benin,Africa,BEN,0,0
4187,21/03/2020,Benin,Africa,BEN,0,0
4188,20/03/2020,Benin,Africa,BEN,1,0
4189,19/03/2020,Benin,Africa,BEN,0,0
4190,18/03/2020,Benin,Africa,BEN,0,0
4191,17/03/2020,Benin,Africa,BEN,1,0
4192,01/09/2020,Bermuda,America,BMU,3,0
4193,31/08/2020,Bermuda,America,BMU,0,0
4194,30/08/2020,Bermuda,America,BMU,1,0
4195,29/08/2020,Bermuda,America,BMU,0,0
4196,28/08/2020,Bermuda,America,BMU,0,0
4197,27/08/2020,Bermuda,America,BMU,0,0
4198,26/08/2020,Bermuda,America,BMU,0,0
4199,25/08/2020,Bermuda,America,BMU,1,0
4200,24/08/2020,Bermuda,America,BMU,0,0
4201,23/08/2020,Bermuda,America,BMU,0,0
4202,22/08/2020,Bermuda,America,BMU,1,0
4203,21/08/2020,Bermuda,America,BMU,0,0
4204,20/08/2020,Bermuda,America,BMU,0,0
4205,19/08/2020,Bermuda,America,BMU,0,0
4206,18/08/2020,Bermuda,America,BMU,4,0
4207,17/08/2020,Bermuda,America,BMU,0,0
4208,16/08/2020,Bermuda,America,BMU,3,0
4209,15/08/2020,Bermuda,America,BMU,0,0
4210,14/08/2020,Bermuda,America,BMU,0,0
4211,13/08/2020,Bermuda,America,BMU,0,0
4212,12/08/2020,Bermuda,America,BMU,0,0
4213,11/08/2020,Bermuda,America,BMU,1,0
4214,10/08/2020,Bermuda,America,BMU,1,0
4215,09/08/2020,Bermuda,America,BMU,0,0
4216,08/08/2020,Bermuda,America,BMU,0,0
4217,07/08/2020,Bermuda,America,BMU,0,0
4218,06/08/2020,Bermuda,America,BMU,0,0
4219,05/08/2020,Bermuda,America,BMU,0,0
4220,04/08/2020,Bermuda,America,BMU,1,0
4221,03/08/2020,Bermuda,America,BMU,0,0
4222,02/08/2020,Bermuda,America,BMU,0,0
4223,01/08/2020,Bermuda,America,BMU,0,0
4224,31/07/2020,Bermuda,America,BMU,0,0
4225,30/07/2020,Bermuda,America,BMU,0,0
4226,29/07/2020,Bermuda,America,BMU,2,0
4227,28/07/2020,Bermuda,America,BMU,0,0
4228,27/07/2020,Bermuda,America,BMU,1,0
4229,26/07/2020,Bermuda,America,BMU,0,0
4230,25/07/2020,Bermuda,America,BMU,0,0
4231,24/07/2020,Bermuda,America,BMU,0,0
4232,23/07/2020,Bermuda,America,BMU,0,0
4233,22/07/2020,Bermuda,America,BMU,0,0
4234,21/07/2020,Bermuda,America,BMU,0,0
4235,20/07/2020,Bermuda,America,BMU,0,0
4236,19/07/2020,Bermuda,America,BMU,1,0
4237,18/07/2020,Bermuda,America,BMU,0,0
4238,17/07/2020,Bermuda,America,BMU,2,0
4239,16/07/2020,Bermuda,America,BMU,0,0
4240,15/07/2020,Bermuda,America,BMU,0,0
4241,14/07/2020,Bermuda,America,BMU,0,0
4242,13/07/2020,Bermuda,America,BMU,0,0
4243,12/07/2020,Bermuda,America,BMU,0,0
4244,11/07/2020,Bermuda,America,BMU,1,0
4245,10/07/2020,Bermuda,America,BMU,0,0
4246,09/07/2020,Bermuda,America,BMU,1,0
4247,08/07/2020,Bermuda,America,BMU,2,0
4248,07/07/2020,Bermuda,America,BMU,0,0
4249,06/07/2020,Bermuda,America,BMU,0,0
4250,05/07/2020,Bermuda,America,BMU,0,0
4251,04/07/2020,Bermuda,America,BMU,0,0
4252,03/07/2020,Bermuda,America,BMU,0,0
4253,02/07/2020,Bermuda,America,BMU,0,0
4254,01/07/2020,Bermuda,America,BMU,0,0
4255,30/06/2020,Bermuda,America,BMU,0,0
4256,29/06/2020,Bermuda,America,BMU,0,0
4257,28/06/2020,Bermuda,America,BMU,0,0
4258,27/06/2020,Bermuda,America,BMU,0,0
4259,26/06/2020,Bermuda,America,BMU,0,0
4260,25/06/2020,Bermuda,America,BMU,0,0
4261,24/06/2020,Bermuda,America,BMU,0,0
4262,23/06/2020,Bermuda,America,BMU,0,0
4263,22/06/2020,Bermuda,America,BMU,0,0
4264,21/06/2020,Bermuda,America,BMU,0,0
4265,20/06/2020,Bermuda,America,BMU,2,0
4266,19/06/2020,Bermuda,America,BMU,0,0
4267,18/06/2020,Bermuda,America,BMU,0,0
4268,17/06/2020,Bermuda,America,BMU,0,0
4269,16/06/2020,Bermuda,America,BMU,0,0
4270,15/06/2020,Bermuda,America,BMU,0,0
4271,14/06/2020,Bermuda,America,BMU,2,0
4272,13/06/2020,Bermuda,America,BMU,1,0
4273,12/06/2020,Bermuda,America,BMU,0,0
4274,11/06/2020,Bermuda,America,BMU,0,0
4275,10/06/2020,Bermuda,America,BMU,0,0
4276,09/06/2020,Bermuda,America,BMU,0,0
4277,08/06/2020,Bermuda,America,BMU,0,0
4278,07/06/2020,Bermuda,America,BMU,0,0
4279,06/06/2020,Bermuda,America,BMU,0,0
4280,05/06/2020,Bermuda,America,BMU,0,0
4281,04/06/2020,Bermuda,America,BMU,0,0
4282,03/06/2020,Bermuda,America,BMU,0,0
4283,02/06/2020,Bermuda,America,BMU,1,0
4284,01/06/2020,Bermuda,America,BMU,0,0
4285,31/05/2020,Bermuda,America,BMU,0,0
4286,30/05/2020,Bermuda,America,BMU,0,0
4287,29/05/2020,Bermuda,America,BMU,1,0
4288,28/05/2020,Bermuda,America,BMU,0,0
4289,27/05/2020,Bermuda,America,BMU,6,0
4290,26/05/2020,Bermuda,America,BMU,0,0
4291,25/05/2020,Bermuda,America,BMU,0,0
4292,24/05/2020,Bermuda,America,BMU,5,0
4293,23/05/2020,Bermuda,America,BMU,3,0
4294,22/05/2020,Bermuda,America,BMU,0,0
4295,21/05/2020,Bermuda,America,BMU,0,0
4296,20/05/2020,Bermuda,America,BMU,0,0
4297,19/05/2020,Bermuda,America,BMU,2,0
4298,18/05/2020,Bermuda,America,BMU,0,0
4299,17/05/2020,Bermuda,America,BMU,0,0
4300,16/05/2020,Bermuda,America,BMU,1,0
4301,15/05/2020,Bermuda,America,BMU,1,1
4302,14/05/2020,Bermuda,America,BMU,0,0
4303,13/05/2020,Bermuda,America,BMU,2,0
4304,12/05/2020,Bermuda,America,BMU,1,1
4305,11/05/2020,Bermuda,America,BMU,0,0
4306,10/05/2020,Bermuda,America,BMU,0,0
4307,09/05/2020,Bermuda,America,BMU,0,0
4308,08/05/2020,Bermuda,America,BMU,0,0
4309,07/05/2020,Bermuda,America,BMU,3,0
4310,06/05/2020,Bermuda,America,BMU,0,0
4311,05/05/2020,Bermuda,America,BMU,0,0
4312,04/05/2020,Bermuda,America,BMU,1,0
4313,03/05/2020,Bermuda,America,BMU,0,1
4314,02/05/2020,Bermuda,America,BMU,0,0
4315,01/05/2020,Bermuda,America,BMU,3,0
4316,30/04/2020,Bermuda,America,BMU,1,0
4317,29/04/2020,Bermuda,America,BMU,0,0
4318,28/04/2020,Bermuda,America,BMU,1,1
4319,27/04/2020,Bermuda,America,BMU,10,0
4320,26/04/2020,Bermuda,America,BMU,0,0
4321,25/04/2020,Bermuda,America,BMU,0,0
4322,24/04/2020,Bermuda,America,BMU,0,0
4323,23/04/2020,Bermuda,America,BMU,1,0
4324,22/04/2020,Bermuda,America,BMU,12,0
4325,21/04/2020,Bermuda,America,BMU,0,0
4326,20/04/2020,Bermuda,America,BMU,0,0
4327,19/04/2020,Bermuda,America,BMU,3,0
4328,18/04/2020,Bermuda,America,BMU,0,0
4329,17/04/2020,Bermuda,America,BMU,2,0
4330,16/04/2020,Bermuda,America,BMU,24,0
4331,15/04/2020,Bermuda,America,BMU,0,1
4332,14/04/2020,Bermuda,America,BMU,0,0
4333,13/04/2020,Bermuda,America,BMU,7,0
4334,12/04/2020,Bermuda,America,BMU,2,0
4335,11/04/2020,Bermuda,America,BMU,0,0
4336,10/04/2020,Bermuda,America,BMU,9,1
4337,09/04/2020,Bermuda,America,BMU,0,1
4338,08/04/2020,Bermuda,America,BMU,0,0
4339,07/04/2020,Bermuda,America,BMU,2,2
4340,06/04/2020,Bermuda,America,BMU,0,0
4341,05/04/2020,Bermuda,America,BMU,2,0
4342,04/04/2020,Bermuda,America,BMU,0,0
4343,03/04/2020,Bermuda,America,BMU,3,0
4344,02/04/2020,Bermuda,America,BMU,0,0
4345,01/04/2020,Bermuda,America,BMU,5,0
4346,31/03/2020,Bermuda,America,BMU,5,0
4347,30/03/2020,Bermuda,America,BMU,0,0
4348,29/03/2020,Bermuda,America,BMU,5,0
4349,28/03/2020,Bermuda,America,BMU,2,0
4350,27/03/2020,Bermuda,America,BMU,9,0
4351,26/03/2020,Bermuda,America,BMU,0,0
4352,25/03/2020,Bermuda,America,BMU,0,0
4353,24/03/2020,Bermuda,America,BMU,0,0
4354,23/03/2020,Bermuda,America,BMU,4,0
4355,22/03/2020,Bermuda,America,BMU,0,0
4356,21/03/2020,Bermuda,America,BMU,0,0
4357,20/03/2020,Bermuda,America,BMU,2,0
4358,01/09/2020,Bhutan,Asia,BTN,1,0
4359,31/08/2020,Bhutan,Asia,BTN,29,0
4360,30/08/2020,Bhutan,Asia,BTN,0,0
4361,29/08/2020,Bhutan,Asia,BTN,11,0
4362,28/08/2020,Bhutan,Asia,BTN,1,0
4363,27/08/2020,Bhutan,Asia,BTN,10,0
4364,26/08/2020,Bhutan,Asia,BTN,17,0
4365,25/08/2020,Bhutan,Asia,BTN,1,0
4366,24/08/2020,Bhutan,Asia,BTN,0,0
4367,23/08/2020,Bhutan,Asia,BTN,2,0
4368,22/08/2020,Bhutan,Asia,BTN,0,0
4369,21/08/2020,Bhutan,Asia,BTN,3,0
4370,20/08/2020,Bhutan,Asia,BTN,3,0
4371,19/08/2020,Bhutan,Asia,BTN,1,0
4372,18/08/2020,Bhutan,Asia,BTN,5,0
4373,17/08/2020,Bhutan,Asia,BTN,8,0
